time,All_FD_fpz,All_FD_pz,ApEn_Fpz,ApEn_pz,DFA_a1_fpz,DFA_a1_pz,DFA_a2_fpz,DFA_a2_pz,DFA_alpha_fpz,DFA_alpha_pz,H_Fpz_Cz,H_pz_Cz,mse-fpz-1,mse-fpz-2,mse-fpz-3,mse-fpz-4,mse-fpz-5,mse-fpz-6,mse-fpz-7,mse-fpz-8,mse-fpz-9,mse-pz-1,mse-pz-2,mse-pz-3,mse-pz-4,mse-pz-5,mse-pz-6,mse-pz-7,mse-pz-8,mse-pz-9,Samp_En_m0_Fpz,Samp_En_m0_pz,Samp_En_m1_Fpz,Samp_En_m1_pz,labels
2889000,1.479884243214575,1.6188345516166465,1.3244994384940956,1.8657716453200648,1.380785085217121,0.7778637589915489,0.3724102890643399,0.5951457691473746,0.8867774570500571,0.7555895000669797,6.968246203606329,6.981402997530471,1.19153591923139,1.0875885903377955,1.0242312840079848,1.026945021967293,1.0677118061883537,1.0702694361418956,1.1444697235267332,1.1861694977685917,1.2254883483705197,1.950761596564583,1.9781340899528832,1.9618187421017037,1.9200486013427704,1.9146444600597132,1.921977608428564,2.015599410158789,1.987762170593174,1.9162820862903776,1.3085265355006384,1.9999932798559263,1.19153591923139,1.950761596564583,1
2892000,1.5088820310874014,1.6565646749908685,1.4340380219370503,1.885330712783856,1.238393001505684,0.7670942644350174,0.538719465659001,0.5963210449963497,0.948816101225232,0.7400803520671526,7.0046634372802,7.113356236001258,1.3105006886316592,1.2169436088833234,1.168561758083758,1.2366226639364344,1.271430722754206,1.287673695657105,1.2707568999597696,1.3288378466519375,1.3502433306350303,1.9973541376694888,2.017706873196913,2.041760648747554,2.0095149110469515,2.0074182065120274,2.0304633255332982,2.152032318994336,2.1148934607404666,2.077686777960832,1.452289065831761,2.03995095059146,1.3105006886316592,1.9973541376694888,1
2895000,1.4992210140230184,1.6110821098704269,1.373475628913663,1.7989501146058755,1.300775148806531,0.8641557807873216,0.6149283490952228,0.7538352735642874,1.0135736480254949,0.8809435912396133,6.9583059439314825,6.9412786152863575,1.230604150533097,1.097357669351975,1.0763570124688295,1.1203313128309766,1.1925864083750224,1.1847989819767049,1.1913235965378677,1.303457555512097,1.2621135867495132,1.8291756619285056,1.8588814560703932,1.910476089790293,1.8726446057286108,1.883710273488327,1.796006262298376,1.8856980997755104,1.9658326032018376,1.873969628149753,1.3790792345289655,1.9262126553051184,1.230604150533097,1.8291756619285056,1
2898000,1.51139045447537,1.6308562018960795,1.451471621710854,1.8768736137607656,1.253829213481312,0.7824314703081774,0.5616304873015839,0.6273422190078154,0.976436683247282,0.8121495847908009,7.031861721820395,7.0432787479509145,1.3253629207519082,1.2495836144387724,1.1887343096053231,1.1957981417481731,1.2644283171936412,1.3441165713493357,1.2802903413740825,1.3495971304785128,1.3736377723154047,1.9925552618773912,1.967270013251032,1.90348332199486,1.9650430383607764,1.9484117726962964,1.9926942944978796,1.9896308489393055,2.1680555841185267,2.064214784233479,1.4361130058025977,2.046202386812037,1.3253629207519082,1.9925552618773912,1
2901000,1.4546028341045891,1.6378224732081768,1.2245370612855533,1.8654405569800785,1.3870696081584937,0.8213252903524745,0.5619494850610229,0.6012625136444122,1.020175680053106,0.8111585754022893,7.094406088880267,7.037616684977635,1.099067315555624,0.9865380764252726,1.0056782050223223,1.1098562551278266,1.1160739752992928,1.2352260077376256,1.4035433880610375,1.410505883565505,1.4140494262472183,1.9281197786465072,1.914237114000391,1.9172915765075147,1.9067280010224563,1.9419110151309047,1.9086581912667728,1.875742885757298,1.856993297073549,1.903914261910715,1.2352661021333986,2.0069775942150767,1.099067315555624,1.9281197786465072,1
2904000,1.526556657089982,1.626410994375827,1.5305093142252275,1.8709615791118648,1.284762352743641,0.8649124173097312,0.5667955732521821,0.6252200359013113,0.9744431109137934,0.774570805162997,6.983824301783958,6.895276062805491,1.468324876024775,1.3130498612649562,1.2750963530674777,1.2630804087428578,1.3567759660655394,1.3725235008134384,1.470423292164463,1.525041782062598,1.4272555403332057,1.9493634671341136,1.957792894184169,1.885855554128143,1.862547985096352,1.8055628216458344,1.9138857138362315,1.96339428774536,2.0059711119180204,2.010259087343464,1.597293930672915,1.974601056808425,1.468324876024775,1.9493634671341136,1
2907000,1.5319500281920786,1.6335367472296562,1.5313854309083874,1.8550582152756616,1.243897488325112,0.8290176168934628,0.4922198734716361,0.7976562859577936,0.906139894305266,0.8436512363354676,6.890227579497532,6.916422167863868,1.4559832933454049,1.3218657529090716,1.2659332385040023,1.2497719423468294,1.287393613433923,1.3497614862245877,1.3923018146688206,1.4328649181835011,1.5082931017987058,1.9469640215338573,1.9130797828198691,1.9378125798982784,1.9254855469500485,1.8496978328081444,1.8366744552479173,2.0334275054436906,1.9630695580028024,1.9717203852775045,1.5736803407416664,1.985048330247471,1.4559832933454049,1.9469640215338573,1
2910000,1.5133469398568893,1.6302605124107816,1.445077777083085,1.8378382155585185,1.2296504005030815,0.7679361805060502,0.6104762557830723,0.7394171128262332,0.9543483128868674,0.7983804422343891,7.012515214816151,6.956526744853292,1.35623279076169,1.1828032539843227,1.1979541877020476,1.1815270794290054,1.2724656940382515,1.3292107483142348,1.3729875734251846,1.323897748647552,1.4484671185490146,1.921686383157961,1.958186535131169,1.954534785469998,2.034100669878858,2.066074657751827,2.023558915323039,2.0364026838940275,1.859237078124468,1.9260107684771368,1.4656161749240622,1.9908375221187609,1.35623279076169,1.921686383157961,1
2913000,1.5023501500590808,1.637859739561304,1.3179342742955726,1.858720134743507,1.2744765742084645,0.7570849065789157,0.5200256823339389,0.8080679285743686,0.9476172094978564,0.8089262101421528,6.5465412191814725,6.997276169465687,1.166656510137163,1.0289767420918168,1.0183848157726367,1.033271316323663,1.0310626202566189,1.0471339638197144,1.044664516162809,1.126804002213905,1.1040823090060026,1.94552370319854,1.89668377635373,1.919341643247379,1.9302943681962368,1.871651731711976,1.9151081826884664,1.8957227362826672,1.9191352197055365,1.8530549219073296,1.282216807880869,1.9934057595294,1.166656510137163,1.94552370319854,1
2916000,1.5302645506326369,1.6586747506374695,1.528779506369549,1.8787122368819595,1.173373277881558,0.7241865384968139,0.5340937935154935,0.7469114058746337,0.8935299589404897,0.7954353607342706,6.922021144671112,6.966012017265701,1.4738040784517277,1.3413921907278488,1.3910816733249411,1.3798772019063903,1.4161628794574723,1.5431835566679044,1.4248849967088866,1.429596756293917,1.478092407235898,1.9807186128887837,1.9972880180870765,2.007307052479894,1.9269223509563496,1.9088343352787167,2.0470644250766714,2.006353576696128,1.8704734170021688,1.965795319802572,1.577346025040774,2.016835860420786,1.4738040784517277,1.9807186128887837,1
2919000,1.515757600294931,1.6330755556222685,1.4384582808201034,1.8555236958008277,1.185261020193402,0.7156027914806475,0.6953751434277752,0.6070717462756872,0.9687994148765752,0.7159749470550278,6.623224795894653,6.937457121195457,1.3154564491846816,1.1638635254189242,1.1682191670546265,1.1619347874654342,1.148135073940871,1.240257698592385,1.2262438061644558,1.284186849147406,1.25034226334382,1.965926897380182,1.937449102811388,1.9724435625060364,2.043336978543404,1.980295325500108,1.983472019615836,1.9113787956001576,1.895351285051383,2.0439896723872564,1.4231079549409071,2.021088841324297,1.3154564491846816,1.965926897380182,1
2922000,1.50633686292175,1.6572208582617751,1.4221236403329067,1.8850546767101184,1.303485173948003,0.7882174092467985,0.4697324432455129,0.6910587242693834,0.9152767076495636,0.7942899877257145,6.885325701053506,7.067916103195474,1.332486652727123,1.2182060284237215,1.19305506332621,1.2067192276841483,1.277449764173066,1.3341034395658615,1.374647301498323,1.4092421211519974,1.457915056687093,2.024111120595412,1.9578145998992276,1.9776454053927692,1.9520996327688755,1.8850504335001648,1.9054767531945624,1.8900977283755165,1.9767242735908976,2.100639206261005,1.4529698648899518,2.064484253723558,1.332486652727123,2.024111120595412,1
2925000,1.5019017161892485,1.6261390058899217,1.3911793166894029,1.8176700670143404,1.2948051031016563,0.8090877846665016,0.5280645668754137,0.7271687469935167,0.927245408410543,0.831131602093953,6.900490263094056,6.9393670290364735,1.284550015065946,1.1455730036319314,1.14991327700683,1.165470853354909,1.1911395050206446,1.294931198435176,1.3498998641026123,1.330012617907574,1.520628388271983,1.8837977292552253,1.8829880678919244,1.9059128801410796,1.86270416602336,1.983724778437169,1.9171621033807784,1.8780473981213552,1.9361089655567456,1.8459709055959943,1.4003701841925054,1.946772968678632,1.284550015065946,1.8837977292552253,1
2928000,1.4702878295441493,1.6525086427941438,1.2795448934313796,1.9094041819360683,1.3458226698044604,0.81466986055087,0.4697134329665718,0.5972432011206408,0.9381032827968896,0.7691935251526221,7.034214435279631,7.156906126344901,1.1731285148527884,1.1184762595212885,1.127582319151193,1.1945197050018903,1.2632339261076044,1.32842998808672,1.3864359323441935,1.510281789140338,1.558512122491365,2.018854604285436,1.9824209027726485,2.045658816413977,2.0289112979453114,2.0110558969548515,2.070251186995049,2.052068753876209,1.9865466283538569,2.1013769977539,1.2695881005717449,2.053674577255397,1.1731285148527884,2.018854604285436,1
2931000,1.4935077406157884,1.6351650678206695,1.3531190804239022,1.8690039367760145,1.2845817162750457,0.8518503073410048,0.6865324660959709,0.6726144035828452,1.0260789795040244,0.8310132454083411,6.926690993887833,7.061983057877017,1.2174617160421184,1.0841887128936638,1.1411182978048495,1.1488983185073336,1.165637975789527,1.2091449550797413,1.2621106944659417,1.3454171657086431,1.314638440378617,1.978955908325687,1.9589766898556968,1.8087573940675756,1.8530563813088117,1.88506936984564,1.864520426807228,1.7830816588717784,2.0209233400839395,2.013097814189136,1.3336614622310534,2.032301658337735,1.2174617160421184,1.978955908325687,1
2934000,1.4952230407200218,1.6288916275535186,1.422947378268828,1.8704080044259088,1.3261756287359665,0.8957793706028779,0.5324252218342848,0.5871606106843988,0.9622542383078464,0.8239626446307575,6.973200395705307,7.053797777256976,1.2899537753297945,1.1629364085274791,1.112113347697647,1.1407183614404697,1.2078814826246236,1.2540843580361258,1.267909497547428,1.2323717620130368,1.245243890987627,2.0018850713320955,1.9123976196882564,1.91787527011933,1.843824240412428,1.7982519357023985,1.8490700276576089,1.941045001870724,1.91135087638498,1.986500240612423,1.4229688766211213,2.035033057732376,1.2899537753297945,2.0018850713320955,1
2937000,1.466938668770719,1.6056681690965513,1.2976854547943968,1.730427908890677,1.284327459077091,0.9558137763005602,0.5054579889270403,0.7399171212674434,0.9285628091196172,0.9496094783804124,7.114818381827195,6.9928215732031145,1.1212289045066357,1.0582226048442445,1.1687420236728037,1.239282643455378,1.3528988020439787,1.449084603155525,1.4906685102116397,1.5595982582485457,1.6593798926012864,1.7147216815418171,1.618453716845272,1.6210808886243822,1.6327758294650017,1.6192442401621332,1.6795284857347346,1.6358936471711774,1.552538980496745,1.551933133610605,1.258985184022529,1.8297566913876968,1.1212289045066357,1.7147216815418171,1
2940000,1.4462271513701257,1.6520863579198275,1.2185557150807431,1.836321618718947,1.3231266770999903,0.8440714128559692,0.4377285106251182,0.7338628544865181,0.9241030612890982,0.8757496167796798,7.025296539173467,7.085389492809471,1.0755715956893857,0.9861214972346988,1.0108631451026215,1.064432034714316,1.1442341979866977,1.1453378603809767,1.1734752863754163,1.2063750957553008,1.2426244993667237,1.897535631028128,1.8780191061993765,1.864821583508444,1.845555534380029,1.904470822691521,1.99243886962043,1.9623059336238764,1.876873438847636,1.946016931298156,1.200931853330356,1.978402513268651,1.0755715956893857,1.897535631028128,1
2943000,1.441642721931163,1.6053507804148697,1.18310247921935,1.7176342100257882,1.317028593643068,0.8126919216521943,0.6740595623450795,0.9123597148934758,1.0233698620908285,0.95190064637236,6.9433185313355335,6.907974352580275,1.002025613266945,0.9521253161673257,0.9725488564885362,0.9979374386537676,1.05915958051911,1.1348971829345589,1.1865944726480833,1.167891696918444,1.162755195294207,1.6855815838878807,1.7654622749044853,1.7873692818454483,1.7559893761020786,1.7755429140608583,1.7475343388948317,1.794719854498494,1.7758368647073182,1.8763979012683625,1.1398253012093933,1.8310708233893784,1.002025613266945,1.6855815838878807,1
2946000,1.4699895018358486,1.6534043008791666,1.2267337304001331,1.805119234687691,1.2726277431111968,0.7542113275885372,0.5198672765105145,0.8759071609400835,0.9779938255277296,0.8670064001627514,6.775674033933752,6.979230133729519,1.0168803304503018,0.9523488639190824,0.9390662127989016,0.9530173761847918,0.9812959698824628,0.8939628985735449,0.9160714642272144,0.918873329815736,0.9284882116295998,1.7854218884756987,1.8137965159845435,1.8293634847003288,1.8501186037431727,1.7857986141937294,1.865513496382725,1.8467421664208648,1.8779613809313729,1.8739006840289365,1.1466078024671147,1.9161800978329064,1.0168803304503018,1.7854218884756987,1
2949000,1.492867204287487,1.7256632639359375,1.321772599792559,2.002136803720843,1.2572789675600002,0.5669623558536503,0.5138431699471774,0.7123075856145072,0.915342238094964,0.6642903109551666,6.665467071244715,7.256425648825833,1.1855278527850923,1.062887517724909,1.0158325874353,1.0190755358178925,0.9866775791233714,1.0097587978215947,1.021261414262784,0.9780710704249987,0.931474842981576,2.1738504696791887,2.1947304918620176,2.139376673642212,2.1478141418786243,2.196839906982146,2.0421974787631814,2.175223257827413,2.0411369862659683,2.014549544422323,1.2930807353354832,2.155705339813779,1.1855278527850923,2.1738504696791887,1
2952000,1.4778097297257888,1.683282548784502,1.2500895028713033,1.8696902540092248,1.2748391253806688,0.6290803768336243,0.5554338479706132,0.8701251519759737,1.01102690196969,0.8587034438662603,6.491022205622878,7.108610735020813,1.1183495913621049,0.9884604085870072,0.9647997773890912,0.9835243811918088,1.0220446919209092,0.9093195770456244,0.9477022835961034,0.964485866398725,0.9964792611127788,1.9138092718089923,1.9723142115886172,1.881348588107376,1.8453921660211463,1.8191449235400372,1.868747610317306,1.7705301208782736,1.6806195958015084,1.764137064886429,1.231779363967162,2.0280702461568154,1.1183495913621049,1.9138092718089923,1
2955000,1.460031840248432,1.61352319166343,1.2070648346496426,1.7723774528030738,1.309741887818589,0.8781705713263742,0.5261913046226426,0.7374098395923726,0.9851073448516904,0.9033212944857876,6.912109776779021,6.9795736466692615,0.9995521605916324,0.9929030902237688,1.053871385447792,1.1143861106918278,1.1386749590909495,1.2261333735629882,1.2478175198360564,1.2585782107703052,1.2623325209059404,1.7398710745285884,1.7766644728561014,1.850909998906544,1.822480804991058,1.8087866820880791,1.8019075501518729,1.8247197470835537,1.8406157415725213,1.93386188348554,1.1639851440006954,1.9008525943682144,0.9995521605916324,1.7398710745285884,1
2958000,1.4537280036262537,1.6327744061482152,1.0583840919539789,1.8422515510172408,1.3529737291759028,0.8157572503633594,0.5376620204472712,0.5858728843932772,1.0209931198808984,0.8169234867901006,6.8393158872844975,7.066634315820203,0.775673849886847,0.7806111141407807,0.8151627096313558,0.8726312491333178,0.9146198877093374,0.902120149863486,0.9558621974898543,0.9814012688393192,0.971232415097972,1.8872624225974717,1.8372152816888816,1.8709753521392567,1.8961163709034536,1.7523482970803903,1.7622860558005784,1.662811994783595,1.9039824499949976,1.8606074369182728,0.9704808700799844,1.9596133560860047,0.775673849886847,1.8872624225974717,1
2961000,1.4456119189211367,1.6049276374339818,1.1848232061104214,1.7198343436245338,1.374087956202994,0.7203693546590466,0.5156432699746215,0.7444656951046976,0.9905315034116076,0.8192528666685627,6.855671623159054,6.842187998848112,0.9923608923262348,0.8923919035016029,0.9472496891712582,0.9671701772006256,1.0088736549920052,0.9931091915323368,1.060468159371448,1.1254782285886475,1.0865009652228017,1.6551408847233486,1.7706368765412204,1.9109022787330288,1.870674049958496,1.9367858542359149,1.904208696064898,1.9606716125246584,1.876655288759511,1.8933338645674271,1.1309283417627705,1.7916863544891246,0.9923608923262348,1.6551408847233486,1
2964000,1.4118830178440556,1.6253468559482458,0.993116921568538,1.6796124174651013,1.4376417743759682,0.8227407528203942,0.5991983271556285,0.834993731542714,1.1339963215508102,0.941685789577254,7.024971151824784,6.852829721585932,0.7668899060915392,0.7481537456588874,0.8312261331958977,0.8781488920795368,0.9394485705121484,0.9689298966262024,0.9965535833715694,1.1222522192147668,1.1469462616447688,1.610652830491605,1.7032188837880906,1.6911247306388473,1.6535478806696298,1.6466844907160991,1.614018847667213,1.6236225474260568,1.5680313208162595,1.6632377939383356,0.9390412196228236,1.7733382059909268,0.7668899060915392,1.610652830491605,1
2967000,1.4424958190372248,1.679675226843429,1.208879067808963,1.9237731281485104,1.3202249619507171,0.6227050421749786,0.5143863695559729,0.8658175309316305,1.000368580374264,0.828774552797074,6.948906037998796,7.147808463840863,1.032940497150029,0.9719052269838676,0.9800701628192464,1.045834997715669,1.1070358322499307,1.138216131352756,1.2649677535763688,1.241981818661544,1.2259898875002426,2.040053260681688,2.038118449117674,2.1126484519634188,2.06197615420721,2.056525588901282,1.9314748970957565,2.0055160709575977,1.9868533937604875,1.9054359929809872,1.1622195646283615,2.084965588512908,1.032940497150029,2.040053260681688,1
2970000,1.4341257345498466,1.666861764349614,1.0739211452123651,1.870387733610145,1.3536186870067652,0.6698918138825788,0.5654401256163296,0.8499084254759692,1.0205530243209144,0.8802702654920181,6.621340026451083,7.066874287367627,0.8922546417884392,0.8042629393130165,0.8577767766422437,0.9010646628701988,0.9358813699511032,0.987259073596164,0.9541501518476444,1.0331271356486498,1.0210721004520182,1.9551693782376467,1.9577211665486292,1.883161336904788,1.8868837298728751,1.838465651445343,1.8104713230049363,1.838204966438233,1.7288460757158208,1.685337688923323,1.028052191772105,2.025373694285723,0.8922546417884392,1.9551693782376467,1
2973000,1.4396639990473428,1.6745272443128982,1.0841097829016375,1.8637850845243904,1.347419017278244,0.7150896193500521,0.5192217729391284,0.7516220521845008,0.995578053238517,0.8665620056797954,6.815788027351674,7.058070429073929,0.8493483330250434,0.7757578058359936,0.7765056250877439,0.8022056633093746,0.8666032460682292,0.8601386166378822,0.8659006090547409,0.9338752458594136,0.8754217529783901,1.920017341528545,1.857221618402069,1.7586327509492008,1.7481305514950614,1.784849401717966,1.653967830247072,1.684984952103928,1.6551027704938597,1.590291936964791,0.981400592973978,1.9875377530567413,0.8493483330250434,1.920017341528545,1
2976000,1.5206175412385448,1.6551717011359732,1.397971609129196,1.875523606244481,1.241806415209172,0.7163477563777504,0.5241095852464568,0.7478424231082145,0.9962609399025402,0.8267908399470344,6.987108131581644,7.056125021061958,1.1117338721565873,1.070430040839115,1.09667460277068,1.1553031898374708,1.199719681579351,1.2072120318989878,1.2433511343130212,1.278166422218323,1.3910785872167,1.9523665860304609,1.953868661325324,1.8605308563917928,1.8438737183550409,1.75099569927196,1.7384601561136388,1.7212127572366671,1.8352949346124705,1.7309342667672571,1.3817175701726685,2.0114526153422947,1.1117338721565873,1.9523665860304609,1
2979000,1.5015909864753183,1.67268498226949,1.4295192680446531,1.883612087301369,1.2977735653073577,0.8293487486439594,0.5229430961622382,0.8068391458090985,0.9781986101293476,0.9415771917566204,7.142112966864135,7.150107542486189,1.2831042332963545,1.1691729806306466,1.1522673370719336,1.1693738240150098,1.2392001828310433,1.2696169609686363,1.2797977237748508,1.2484635303527836,1.2745709018952949,1.9344574877910088,1.872596984128813,1.8117135958200627,1.723691615646212,1.6795764823940105,1.7272947705174386,1.5689530294553191,1.5243640935561884,1.607804444979626,1.4512018816808734,2.019291936265431,1.2831042332963545,1.9344574877910088,1
2982000,1.4694757134253114,1.6310619344957271,1.1988649215249398,1.7304774244653889,1.453369425969378,0.8261595188221719,0.5533363859220862,0.8478637360095885,1.0724171409184613,0.9306286790831648,6.99521574344838,6.936792348777438,1.040315190094894,0.923162578196206,0.8907971788323986,0.8853685467265805,0.9058807946251456,0.9551534901989558,1.0581784472941824,0.9714128006911644,1.085474151230678,1.6740343255638377,1.737395775419833,1.68839754172123,1.7082703958467595,1.5949512124973857,1.5859966129871694,1.669706838202833,1.6151521922996326,1.5794393984177484,1.2102271636647115,1.7993842501765926,1.040315190094894,1.6740343255638377,1
2985000,1.5570525980412715,1.6436415123868908,1.504555506962398,1.83195484208093,1.1761115871617065,0.6199679156055002,0.6789197122813484,0.7844043980538482,0.9325544687415972,0.78767965885371,6.923043069007164,6.929672443346781,1.3557548340707974,1.218130431629416,1.1810877079900692,1.1619891265853532,1.1891050818471285,1.1717561211953518,1.1325765718224867,1.2441618414511555,1.228443794252074,1.9068825942531769,2.005834823010436,1.9508598644413797,2.0495529069229668,1.950744568163944,1.9541717158026168,1.8874371384711943,1.9949603342982396,2.05594641679687,1.573973329432798,1.9470000402656171,1.3557548340707974,1.9068825942531769,1
2988000,1.5127963126893265,1.6455588043098182,1.383015064123867,1.732307550993716,1.2698903544188849,0.747216560019466,0.5336234629024275,0.7173365654103349,0.9850625130516636,0.8396248669404169,6.928950055679464,6.7460886397420605,1.2194190160700296,1.1007164438943031,1.079724205958517,1.050465618476543,1.0454796249910554,1.1145559594235257,1.0032704648245938,1.121146330243889,1.0877309278888756,1.677165779387657,1.792393371560594,1.7825809400912869,1.762656671084496,1.8611394257744096,1.7884803758543912,1.874695543795076,1.7542766530072516,1.826247271147084,1.3852733226150702,1.7879532907377285,1.2194190160700296,1.677165779387657,1
